time,0
0,75.30170275460821
7,75.6157364349413
14,77.54619159807325
21,75.03716537209063
28,75.25123844491286
35,75.58522778266986
42,75.2243798411809
49,75.39799376683561
56,76.38576734017798
63,75.78912325311386
70,76.51758991150069
77,76.41276789329861
84,76.28719227661114
91,76.44868430438441
98,76.8943084989831
105,77.37362882525858
112,76.90447688554127
119,76.26326648449484
126,75.74617324224316
133,77.94200015461794
140,75.81295412135435
147,76.28349035513307
154,77.43324902369524
161,76.83498142525866
168,77.26784696935076
175,77.27217681703648
182,77.0814589919139
189,77.45237022186345
196,78.45276272324136
203,77.66316072546574
210,78.39427122525422
217,78.10453657237984
224,77.9502424745211
231,78.29805898781565
238,78.29847075517807
245,77.01549019610378
252,78.13146043457773
259,78.90349688763764
266,78.61816904439841
273,78.35600226660902
280,78.65152319008808
287,78.05837874579176
294,78.21124149327848
301,78.85585358010076
308,78.72218970330005
315,78.70510817817159
322,78.89894007373528
329,78.90382095404522
336,79.8574692336585
343,79.73819440962247
350,80.12749829462284
357,79.62528873250689
364,80.02899476137345
371,80.59862657003498
378,79.72377495696956
385,81.38098725948657
392,79.91882214985488
399,80.67517051683608
406,80.8993526322937
413,80.94708044661748
420,81.11438923829816
427,81.72387176768137
434,81.3786163728456
441,80.87928184300635
448,81.53814484767652
455,81.6327775436676
462,80.78814969354659
469,82.06195129894172
476,81.3484255293002
483,81.46188649145549
490,81.6534090990602
497,82.38925339158715
504,82.5763229678385
511,81.64425928000676
518,82.3899126115685
525,82.28172413234263
532,82.28353967223892
539,83.32396202103949
546,82.50810308267604
